"series: Advanced title search
  no of seasons: N/A
 episode: N/A
   "
"series: A Knight of the Seven Kingdoms
  no of seasons: N/A
 episode: N/A
   "
"series: Spider-Noir
  no of seasons: N/A
 episode: N/A
   "
"series: Fallout
  no of seasons: N/A
 episode: N/A
   "
"series: Game of Thrones
  no of seasons: N/A
 episode: N/A
   "
"series: Cross
  no of seasons: N/A
 episode: N/A
   "
"series: The Rookie
  no of seasons: N/A
 episode: N/A
   "
"series: House of the Dragon
  no of seasons: N/A
 episode: N/A
   "
"series: Star Trek: Starfleet Academy
  no of seasons: N/A
 episode: N/A
   "
"series: Jujutsu Kaisen
  no of seasons: N/A
 episode: N/A
   "
"series: Memory of a Killer
  no of seasons: N/A
 episode: N/A
   "
"series: The Boys
  no of seasons: N/A
 episode: N/A
   "
"series: Paradise
  no of seasons: N/A
 episode: N/A
   "
"series: The Night Agent
  no of seasons: N/A
 episode: N/A
   "
"series: Smallville
  no of seasons: N/A
 episode: N/A
   "
"series: The Last of Us
  no of seasons: N/A
 episode: N/A
   "
"series: Reacher
  no of seasons: N/A
 episode: N/A
   "
"series: Tehran
  no of seasons: N/A
 episode: N/A
   "
"series: One Piece
  no of seasons: N/A
 episode: N/A
   "
"series: Andor
  no of seasons: N/A
 episode: N/A
   "
"series: NCIS
  no of seasons: N/A
 episode: N/A
   "
"series: The Witcher
  no of seasons: N/A
 episode: N/A
   "
"series: Invincible
  no of seasons: N/A
 episode: N/A
   "
"series: Monarch: Legacy of Monsters
  no of seasons: N/A
 episode: N/A
   "
"series: --
  no of seasons: N/A
 episode: N/A
   "
"series: Daredevil: Born Again
  no of seasons: N/A
 episode: N/A
   "
"series: Spartacus
  no of seasons: N/A
 episode: N/A
   "
"series: Tulsa King
  no of seasons: N/A
 episode: N/A
   "
"series: Percy Jackson and the Olympians
  no of seasons: N/A
 episode: N/A
   "
"series: The Mandalorian
  no of seasons: N/A
 episode: N/A
   "
"series: The Day of the Jackal
  no of seasons: N/A
 episode: N/A
   "
"series: Chicago Fire
  no of seasons: N/A
 episode: N/A
   "
"series: Shōgun
  no of seasons: N/A
 episode: N/A
   "
"series: Prison Break
  no of seasons: N/A
 episode: N/A
   "
"series: Lioness
  no of seasons: N/A
 episode: N/A
   "
"series: Stargate SG-
  no of seasons: N/A
 episode: N/A
   "
"series: The Hunting Party
  no of seasons: N/A
 episode: N/A
   "
"series: Chicago PD
  no of seasons: N/A
 episode: N/A
   "
"series: The Lord of the Rings: The Rings of Power
  no of seasons: N/A
 episode: N/A
   "
"series: FBI
  no of seasons: N/A
 episode: N/A
   "
"series: Person of Interest
  no of seasons: N/A
 episode: N/A
   "
"series: Banshee
  no of seasons: N/A
 episode: N/A
   "
"series: Daredevil
  no of seasons: N/A
 episode: N/A
   "
"series: The Gentlemen
  no of seasons: N/A
 episode: N/A
   "
"series: Arcane
  no of seasons: N/A
 episode: N/A
   "
"series: Star Trek: Strange New Worlds
  no of seasons: N/A
 episode: N/A
   "
"series: Star Trek: The Next Generation
  no of seasons: N/A
 episode: N/A
   "
"series: The Copenhagen Test
  no of seasons: N/A
 episode: N/A
   "
"series: Star Trek: Deep Space Nine
  no of seasons: N/A
 episode: N/A
   "
"series: Justified
  no of seasons: N/A
 episode: N/A
   "
"series: Buffy the Vampire Slayer
  no of seasons: N/A
 episode: N/A
   "
"series: Avatar: The Last Airbender
  no of seasons: N/A
 episode: N/A
   "
"series: The Flash
  no of seasons: N/A
 episode: N/A
   "
"series: Primal
  no of seasons: N/A
 episode: N/A
   "
"series: The
  no of seasons: N/A
 episode: N/A
   "
"series: Teen Wolf
  no of seasons: N/A
 episode: N/A
   "
"series: The Punisher
  no of seasons: N/A
 episode: N/A
   "
"series: Peacemaker
  no of seasons: N/A
 episode: N/A
   "
"series: Barry
  no of seasons: N/A
 episode: N/A
   "
"series: Star Trek
  no of seasons: N/A
 episode: N/A
   "
"series: Falling Skies
  no of seasons: N/A
 episode: N/A
   "
"series: Rome
  no of seasons: N/A
 episode: N/A
   "
"series: Arrow
  no of seasons: N/A
 episode: N/A
   "
"series: Love, Death & Robots
  no of seasons: N/A
 episode: N/A
   "
